sample_i,training_step,batch_i,dynamics_size_mass_bin,dynamics_thrust_to_weight_bin,dynamics_torque_to_inertia_bin,dynamics_motor_delay_bin,dynamics_curve_shape_bin,dynamics_group_key,rejected_before_accept,mass,thrust_to_weight_ratio,torque_to_inertia_ratio,sampled_tau_rise,sampled_tau_fall,sampled_curve_shape,rotor_torque_constant,inertia_trace,thrust_scale,torque_scale,sampled_parameters_inside_allowed_ranges
2069,517,1,1,1,1,0,0,336,0,0.0863066,2.82873,376.573,0.0339344,0.0455669,0.05,0.00905102,0.00031184,5.43681,1.9402,true
2070,517,2,2,1,1,0,0,592,0,0.171784,2.43431,566.533,0.0367642,0.0868086,0.070121,0.0249294,0.000451614,9.3125,5.34392,true
2071,517,3,3,1,1,0,0,848,0,0.200666,3.15752,420.849,0.0365046,0.0637,0.208683,0.016744,0.000999527,14.11,3.58929,true
2072,518,0,0,2,1,0,0,144,0,0.0378282,3.50513,454.262,0.0385195,0.0722065,0.173515,0.0185451,0.000110283,2.95276,3.97537,true
2073,518,1,1,2,1,0,0,400,0,0.131093,3.84239,362.861,0.0440779,0.055451,0.05,0.0077747,0.000765928,11.2173,1.6666,true
2074,518,2,2,2,1,0,0,656,0,0.174024,3.92194,432.299,0.044454,0.0538704,0.05,0.0131446,0.000957211,15.1991,2.8177,true
2075,518,3,3,2,1,0,0,912,0,0.237938,3.62836,357.626,0.0367903,0.0538078,0.05,0.00774769,0.00163083,19.2257,1.66081,true
2076,519,0,0,3,1,0,0,208,0,0.0334514,4.98633,394.641,0.038441,0.032609,0.0700821,0.0115921,0.000149888,3.71452,2.4849,true
2077,519,1,1,3,1,0,0,464,0,0.0991291,4.29852,370.312,0.0306695,0.0827319,0.05,0.00878075,0.000580857,9.48916,1.88226,true
2078,519,2,2,3,1,0,0,720,0,0.163555,4.13022,619.932,0.0362757,0.0625643,0.231983,0.0327143,0.000679106,15.0434,7.01272,true
2079,519,3,3,3,1,0,0,976,0,0.223383,4.87966,379.385,0.0318312,0.0568438,0.103377,0.0111576,0.0019327,24.2743,2.39177,true
2080,520,0,0,0,2,0,0,32,0,0.0738268,2.16806,745.612,0.0472459,0.0886853,0.244421,0.0202453,0.000102898,3.56447,4.33982,true
2081,520,1,1,0,2,0,0,288,0,0.100436,1.91883,886.214,0.0455569,0.0788538,0.089375,0.0276655,0.000111724,4.29173,5.93044,true
2082,520,2,2,0,2,0,0,544,0,0.168755,1.99815,862.468,0.0392672,0.0439486,0.234886,0.0290971,0.000246366,7.50918,6.23732,true
2083,520,3,3,0,2,0,0,800,0,0.231255,2.23709,776.433,0.0337892,0.0920138,0.05,0.0176803,0.000445604,11.5208,3.78999,true
2084,521,0,0,1,2,0,0,96,0,0.0559304,2.64574,895.555,0.0364113,0.0324627,0.05,0.0264453,6.85268e-05,3.29537,5.66888,true
2085,521,1,1,1,2,0,0,352,0,0.106217,2.72304,731.817,0.0391215,0.0613972,0.138156,0.0167839,0.000209074,6.44102,3.59785,true
2086,521,2,2,1,2,0,0,608,0,0.190654,3.23298,847.082,0.045319,0.0432466,0.0781542,0.0243769,0.00046175,13.7264,5.2255,true
2087,521,3,3,1,2,0,0,864,0,0.196831,2.8339,650.914,0.0444767,0.0375113,0.233782,0.0126586,0.000568292,12.4218,2.71353,true
2088,522,0,0,2,2,0,0,160,0,0.0216528,3.90338,721.764,0.0451869,0.091642,0.112595,0.0154289,3.62567e-05,1.88219,3.30737,true
2089,522,1,1,2,2,0,0,416,0,0.117698,4.02523,676.669,0.040507,0.0430886,0.145183,0.0126634,0.000383841,10.5503,2.71455,true
2090,522,2,2,2,2,0,0,672,0,0.177109,3.55559,701.926,0.0352864,0.0684078,0.13744,0.0144487,0.000562685,14.0236,3.09727,true
2091,522,3,3,2,2,0,0,928,0,0.193168,3.637,724.177,0.0469156,0.076237,0.185334,0.0172527,0.000632798,15.6454,3.69833,true
2092,523,0,0,3,2,0,0,224,0,0.0432939,4.28323,647.742,0.035147,0.0964764,0.05,0.00718392,0.000108976,4.12959,1.53996,true
2093,523,1,1,3,2,0,0,480,0,0.0949584,4.39355,860.237,0.0330874,0.0315045,0.0994984,0.0258778,0.000245093,9.29088,5.54723,true
2094,523,2,2,3,2,0,0,736,0,0.168687,4.45256,828.638,0.0311438,0.0467659,0.213262,0.0259858,0.000568486,16.7262,5.57037,true
2095,523,3,3,3,2,0,0,992,0,0.212251,4.81888,825.519,0.0355303,0.0531193,0.24893,0.0265464,0.000845266,22.7774,5.69055,true
2096,524,0,0,0,3,0,0,48,0,0.0326916,1.5048,981.078,0.0347256,0.0891035,0.139552,0.0136546,1.79149e-05,1.09553,2.92703,true
2097,524,1,1,0,3,0,0,304,0,0.0977128,2.14978,1155.09,0.0435346,0.0471155,0.080358,0.025824,9.23968e-05,4.67793,5.53568,true
2098,524,2,2,0,3,0,0,560,0,0.160438,1.62684,1021.47,0.0384685,0.0412637,0.0504965,0.0147843,0.00015216,5.81246,3.1692,true
2099,524,3,3,0,3,0,0,816,0,0.198458,1.65723,932.891,0.0354216,0.0366124,0.05,0.00690395,0.000223142,7.32418,1.47995,true
2100,525,0,0,1,3,0,0,112,0,0.0595973,2.80719,1012.68,0.0351529,0.0342064,0.177583,0.016962,7.26948e-05,3.72569,3.636,true
2101,525,1,1,1,3,0,0,368,0,0.0785203,2.49943,999.782,0.0463387,0.0868879,0.148262,0.0153017,9.4098e-05,4.37049,3.28011,true
2102,525,2,2,1,3,0,0,624,0,0.152348,2.42327,1035.83,0.0389279,0.0646912,0.0735636,0.0164179,0.000209666,8.22142,3.51937,true
2103,525,3,3,1,3,0,0,880,0,0.201377,2.61499,1106.99,0.0344569,0.0432851,0.0937598,0.0223935,0.000308474,11.727,4.80032,true
2104,526,0,0,2,3,0,0,176,0,0.0313595,3.88679,1006.39,0.0441739,0.0709247,0.150371,0.0158621,4.27742e-05,2.71437,3.40023,true
2105,526,1,1,2,3,0,0,432,0,0.0838462,3.72612,913.158,0.0364538,0.0497487,0.139452,0.00838271,0.000167315,6.95742,1.79694,true
2106,526,2,2,2,3,0,0,688,0,0.145378,3.31621,1151.34,0.0314611,0.0321153,0.244874,0.0292345,0.000251596,10.7361,6.26677,true
2107,526,3,3,2,3,0,0,944,0,0.227218,3.9067,1148.64,0.0355123,0.0827182,0.170064,0.0273419,0.000530375,19.7679,5.86107,true
2108,527,0,0,3,3,0,0,240,0,0.0378397,4.65609,1034.48,0.0349429,0.0370567,0.233999,0.0199232,6.5188e-05,3.92353,4.27079,true
2109,527,1,1,3,3,0,0,496,0,0.110452,4.92335,1027.99,0.0411397,0.033387,0.219051,0.0190828,0.000288451,12.11,4.09062,true
2110,527,2,2,3,3,0,0,752,0,0.143808,4.51345,970.649,0.0304158,0.0344773,0.0721427,0.0113287,0.000385765,14.4544,2.42845,true
2111,527,3,3,3,3,0,0,1008,0,0.204019,4.84614,974.238,0.0430856,0.0430062,0.111227,0.0124866,0.000663469,22.0178,2.67666,true
2112,528,0,0,0,0,1,0,4,0,0.0686241,1.90779,249.854,0.0570049,0.139536,0.145204,0.0245489,0.000239991,2.91551,5.26236,true
2113,528,1,1,0,0,1,0,260,0,0.0820437,1.91153,58.5632,0.0516838,0.16411,0.114339,0.00901288,0.00129312,3.49248,1.93202,true
2114,528,2,2,0,0,1,0,516,0,0.150757,1.62416,217.528,0.0478286,0.122455,0.217677,0.0236715,0.00068065,5.45274,5.07427,true
2115,528,3,3,0,0,1,0,772,0,0.201779,2.00787,89.7452,0.0512036,0.122657,0.24516,0.0143756,0.00302591,9.02236,3.0816,true
2116,529,0,0,1,0,1,0,68,0,0.0494047,2.76088,80.3177,0.0576268,0.148174,0.20904,0.0128315,0.000706707,3.03756,2.75059,true
2117,529,1,1,1,0,1,0,324,0,0.108751,2.63883,307.969,0.0482932,0.129987,0.0962435,0.0279562,0.000492339,6.39078,5.99276,true
2118,529,2,2,1,0,1,0,580,0,0.162495,2.76149,325.999,0.0634689,0.155577,0.177602,0.0311856,0.000846151,9.99288,6.68503,true
2119,529,3,3,1,0,1,0,836,0,0.225959,3.09785,284.583,0.0620259,0.158688,0.0684682,0.0255168,0.00164832,15.5883,5.46984,true
2120,530,0,0,2,0,1,0,132,0,0.0367497,3.43165,43.2782,0.0533291,0.10758,0.230003,0.0104294,0.0011036,2.80843,2.23567,true
2121,530,1,1,2,0,1,0,388,0,0.1031,4.01228,285.094,0.0540459,0.130681,0.05,0.0248448,0.000743379,9.21204,5.32578,true
2122,530,2,2,2,0,1,0,644,0,0.147965,3.76487,126.501,0.064648,0.146728,0.05,0.0125633,0.00254543,12.4055,2.6931,true
2123,530,3,3,2,0,1,0,900,0,0.227374,3.28394,226.88,0.0523123,0.10467,0.203545,0.0240791,0.00227539,16.6281,5.16165,true
2124,531,0,0,3,0,1,0,196,0,0.0690158,4.46585,220.882,0.0642013,0.111641,0.144189,0.0222782,0.00064017,6.86373,4.77561,true
2125,531,1,1,3,0,1,0,452,0,0.0817012,4.48261,71.0763,0.0483296,0.161874,0.248145,0.0129943,0.0025567,8.15582,2.7855,true
2126,531,2,2,3,0,1,0,708,0,0.176722,4.49976,250.995,0.0592686,0.13418,0.0529822,0.0225624,0.00194948,17.7088,4.83653,true
2127,531,3,3,3,0,1,0,964,0,0.22116,4.98764,322.907,0.0488446,0.153554,0.05,0.0275793,0.00225273,24.5646,5.91196,true
2128,532,0,0,0,1,1,0,20,0,0.0693933,1.89237,515.54,0.0575219,0.114177,0.1427,0.0226061,0.000117035,2.92436,4.84589,true
2129,532,1,1,0,1,1,0,276,0,0.130303,1.89227,403.978,0.0638982,0.141803,0.05,0.010956,0.000336061,5.49094,2.34856,true
2130,532,2,2,0,1,1,0,532,0,0.176017,1.60148,548.961,0.0567118,0.120158,0.103086,0.0243078,0.000319015,6.27742,5.21067,true
2131,532,3,3,0,1,1,0,788,0,0.220131,2.23703,348.941,0.0556912,0.115694,0.05,0.006716,0.000925708,10.9663,1.43966,true
2132,533,0,0,1,1,1,0,84,0,0.0588657,2.96009,433.112,0.0483763,0.126888,0.243284,0.018474,0.000178777,3.88039,3.96012,true
2133,533,1,1,1,1,1,0,340,0,0.0966401,2.5351,582.842,0.050362,0.144365,0.05,0.0251395,0.000210126,5.45582,5.38895,true
2134,533,2,2,1,1,1,0,596,0,0.149624,2.45136,556.092,0.0491619,0.16304,0.141057,0.0257154,0.000391371,8.16799,5.51242,true
2135,533,3,3,1,1,1,0,852,0,0.223816,2.86209,420.076,0.0613942,0.105141,0.2394,0.0173752,0.00105677,14.2654,3.72458,true
2136,534,0,0,2,1,1,0,148,0,0.049384,3.37092,501.013,0.0577381,0.13389,0.127169,0.0211296,0.000135845,3.70718,4.52938,true
2137,534,1,1,2,1,1,0,404,0,0.104187,4.02732,434.208,0.0586183,0.101245,0.0646378,0.0145394,0.000499869,9.34412,3.11671,true
2138,534,2,2,2,1,1,0,660,0,0.175111,4.08112,416.531,0.0640958,0.13092,0.10733,0.0141285,0.00106507,15.9148,3.02863,true
2139,534,3,3,2,1,1,0,916,0,0.234203,3.7719,491.708,0.0559573,0.159195,0.21186,0.0223132,0.00125665,19.6726,4.78311,true
2140,535,0,0,3,1,1,0,212,0,0.0659501,4.46969,336.892,0.0485594,0.1045,0.202653,0.0100944,0.00040037,6.56448,2.16386,true
2141,535,1,1,3,1,1,0,468,0,0.0934322,4.55795,473.319,0.0544938,0.134053,0.05,0.0171171,0.000446813,9.48361,3.66927,true
2142,535,2,2,3,1,1,0,724,0,0.150217,4.25292,576.257,0.0537885,0.152011,0.0903273,0.0261385,0.000651505,14.227,5.60311,true
2143,535,3,3,3,1,1,0,980,0,0.204069,4.48499,340.686,0.0623407,0.159882,0.105968,0.00821339,0.00175445,20.3819,1.76064,true
2144,536,0,0,0,2,1,0,36,0,0.0577304,1.67132,869.321,0.0626216,0.112021,0.124513,0.0271455,4.77747e-05,2.14869,5.81896,true
2145,536,1,1,0,2,1,0,292,0,0.123053,2.17978,841.363,0.0544693,0.105379,0.242992,0.027642,0.000181128,5.9733,5.92541,true
2146,536,2,2,0,2,1,0,548,0,0.142854,1.79246,773.457,0.059504,0.1475,0.196804,0.0213342,0.000195757,5.70229,4.57325,true
2147,536,3,3,0,2,1,0,804,0,0.207858,1.89598,741.802,0.0645578,0.157059,0.126084,0.017287,0.000350612,8.77623,3.70569,true
2148,537,0,0,1,2,1,0,100,0,0.0378384,2.62429,723.797,0.0601679,0.119847,0.05,0.0132059,4.99902e-05,2.21133,2.83085,true
2149,537,1,1,1,2,1,0,356,0,0.107277,2.53471,631.912,0.0487541,0.10601,0.0716104,0.00753547,0.000225111,6.05542,1.61532,true
2150,537,2,2,1,2,1,0,612,0,0.14089,2.97141,756.133,0.0551796,0.114082,0.0989274,0.0177879,0.000319086,9.32291,3.81306,true
2151,537,3,3,1,2,1,0,868,0,0.242308,2.41996,689.242,0.0507059,0.124094,0.171702,0.0142355,0.000596733,13.0582,3.05156,true
2152,538,0,0,2,2,1,0,164,0,0.0361448,3.83837,853.544,0.0505732,0.10514,0.249938,0.0287435,6.14773e-05,3.08959,6.16151,true
2153,538,1,1,2,2,1,0,420,0,0.132582,3.65198,639.649,0.0636827,0.102282,0.111339,0.00902959,0.000428651,10.7825,1.9356,true
2154,538,2,2,2,2,1,0,676,0,0.191307,3.52234,717.924,0.0614639,0.159108,0.188216,0.0168324,0.000610635,15.0062,3.60823,true
2155,538,3,3,2,2,1,0,932,0,0.202059,3.71233,834.751,0.0594772,0.122936,0.05,0.0217483,0.000571947,16.7045,4.66202,true
2156,539,0,0,3,2,1,0,228,0,0.0239289,4.3001,644.376,0.0572449,0.138372,0.126989,0.0097485,5.12759e-05,2.29144,2.08971,true
2157,539,1,1,3,2,1,0,484,0,0.128574,4.83829,667.69,0.0549689,0.0992606,0.159436,0.0122874,0.000527672,13.8532,2.63395,true
2158,539,2,2,3,2,1,0,740,0,0.135542,4.15681,786.472,0.0574518,0.104225,0.192895,0.0222561,0.000415904,12.547,4.77086,true
2159,539,3,3,3,2,1,0,996,0,0.249198,4.13591,865.702,0.0500418,0.108946,0.177905,0.0280659,0.000844035,22.9522,6.01627,true
2160,540,0,0,0,3,1,0,52,0,0.0373021,2.00619,1014.93,0.0616792,0.105284,0.05,0.0132055,2.67165e-05,1.66653,2.83076,true
2161,540,1,1,0,3,1,0,308,0,0.0872344,1.97312,1178.26,0.0519252,0.113873,0.159427,0.0294005,7.2701e-05,3.8331,6.30236,true
2162,540,2,2,0,3,1,0,564,0,0.15834,2.13528,1085.82,0.0492659,0.136567,0.143183,0.0218627,0.000188371,7.52928,4.68653,true
2163,540,3,3,0,3,1,0,820,0,0.203898,2.23329,1013.86,0.0478908,0.127458,0.137976,0.0161628,0.000295273,10.1406,3.46469,true
2164,541,0,0,1,3,1,0,116,0,0.022746,3.17472,941.301,0.064467,0.120282,0.0954076,0.00957521,2.40557e-05,1.60812,2.05256,true
2165,541,1,1,1,3,1,0,372,0,0.0900161,3.09162,988.595,0.0546693,0.149108,0.0646836,0.0125532,0.000138692,6.19747,2.69094,true
2166,541,2,2,1,3,1,0,628,0,0.174671,2.51915,1074.63,0.048024,0.125401,0.211845,0.0225394,0.000259734,9.79906,4.83159,true
2167,541,3,3,1,3,1,0,884,0,0.201018,2.45166,1184.12,0.0555323,0.162807,0.204768,0.0308752,0.000276245,10.975,6.61848,true
2168,542,0,0,2,3,1,0,180,0,0.0337096,3.67528,1180.43,0.0536937,0.13432,0.16485,0.0296904,3.80895e-05,2.759,6.36451,true
2169,542,1,1,2,3,1,0,436,0,0.0971156,3.33821,1036.12,0.0493697,0.138898,0.115949,0.017394,0.00015988,7.21955,3.72862,true
2170,542,2,2,2,3,1,0,692,0,0.140118,3.44145,1040.81,0.0478534,0.123385,0.190783,0.019442,0.000271843,10.7385,4.16763,true
2171,542,3,3,2,3,1,0,948,0,0.213731,3.82443,1032.57,0.0627607,0.134604,0.222125,0.0195079,0.000538252,18.203,4.18175,true
2172,543,0,0,3,3,1,0,244,0,0.059492,4.8343,995.076,0.0551283,0.116654,0.145039,0.0148641,0.000126219,6.40472,3.1863,true
2173,543,1,1,3,3,1,0,500,0,0.133038,4.7441,1197.71,0.0523373,0.111194,0.132356,0.0303002,0.000300111,14.0552,6.49523,true
2174,543,2,2,3,3,1,0,756,0,0.158356,4.5404,1195.23,0.0527087,0.127836,0.0708761,0.0287246,0.000358262,16.0117,6.15747,true
2175,543,3,3,3,3,1,0,1012,0,0.240098,4.60844,1189.01,0.0505829,0.111722,0.05,0.0267445,0.000627425,24.6405,5.73302,true
2176,544,0,0,0,0,2,0,8,0,0.0558671,1.84298,318.538,0.0764,0.227234,0.0709651,0.0282075,0.000136025,2.2929,6.04662,true
2177,544,1,1,0,0,2,0,264,0,0.13101,2.32114,268.177,0.0812464,0.178012,0.132973,0.0256953,0.000642573,6.77193,5.5081,true
2178,544,2,2,0,0,2,0,520,0,0.139011,2.3477,201.753,0.0699802,0.179481,0.0903832,0.0195834,0.000926362,7.26771,4.19794,true
2179,544,3,3,0,0,2,0,776,0,0.203403,2.01607,225.243,0.0739212,0.225265,0.129299,0.0222815,0.00119369,9.13211,4.77631,true
2180,545,0,0,1,0,2,0,72,0,0.0706793,2.48385,277.629,0.0710843,0.191194,0.156681,0.026962,0.000293205,3.90954,5.77964,true
2181,545,1,1,1,0,2,0,328,0,0.117662,2.3764,215.894,0.0678109,0.170144,0.17464,0.0225763,0.00071448,6.22681,4.83951,true
2182,545,2,2,1,0,2,0,584,0,0.168953,2.54072,279.313,0.0750465,0.196824,0.226709,0.0286683,0.000967144,9.5594,6.14541,true
2183,545,3,3,1,0,2,0,840,0,0.248338,2.61494,288.754,0.0808058,0.173714,0.226872,0.0294045,0.00160921,14.4615,6.30321,true
2184,546,0,0,2,0,2,0,136,0,0.0708498,3.53657,233.054,0.0751918,0.197214,0.05,0.0207684,0.000485896,5.57993,4.45197,true
2185,546,1,1,2,0,2,0,392,0,0.104337,3.28576,175.526,0.0750395,0.165359,0.05,0.0157212,0.000998517,7.63454,3.37004,true
2186,546,2,2,2,0,2,0,648,0,0.181904,3.37552,72.2918,0.0711867,0.185969,0.0679177,0.00903355,0.00529423,13.6738,1.93645,true
2187,546,3,3,2,0,2,0,904,0,0.218344,3.48844,263.75,0.0797423,0.166393,0.190272,0.026641,0.00196428,16.9621,5.71083,true
2188,547,0,0,3,0,2,0,200,0,0.0486222,4.98559,56.3155,0.0660432,0.211068,0.148877,0.00961557,0.00175898,5.39832,2.06122,true
2189,547,1,1,3,0,2,0,456,0,0.134882,4.30147,214.228,0.0738385,0.168553,0.05,0.0190225,0.00151274,12.9205,4.0777,true
2190,547,2,2,3,0,2,0,712,0,0.141503,4.90825,290.944,0.0801973,0.175887,0.137195,0.0275567,0.00138923,15.4668,5.90712,true
2191,547,3,3,3,0,2,0,968,0,0.206636,4.52607,188.001,0.0752627,0.18213,0.05,0.0170964,0.00320665,20.8274,3.66483,true
2192,548,0,0,0,1,2,0,24,0,0.0651345,2.02861,438.834,0.0787897,0.195004,0.12191,0.016187,0.000134848,2.94251,3.46988,true
2193,548,1,1,0,1,2,0,280,0,0.0793266,2.07772,559.106,0.073988,0.179133,0.243058,0.0282443,0.000144685,3.67041,6.05451,true
2194,548,2,2,0,1,2,0,536,0,0.152215,1.97393,552.861,0.0793954,0.201329,0.237273,0.0276296,0.000331055,6.6911,5.92274,true
2195,548,3,3,0,1,2,0,792,0,0.205437,2.27274,589.897,0.0739712,0.226495,0.05,0.0258875,0.000509752,10.3977,5.54931,true
2196,549,0,0,1,1,2,0,88,0,0.0207041,2.70248,583.037,0.0745874,0.186228,0.05,0.0254064,2.87766e-05,1.24602,5.44617,true
2197,549,1,1,1,1,2,0,344,0,0.107982,2.94308,496.928,0.0746945,0.204384,0.05,0.0190053,0.000333476,7.07719,4.07402,true
2198,549,2,2,1,1,2,0,600,0,0.156581,2.84146,399.577,0.0692156,0.208226,0.136309,0.0134652,0.000670109,9.9081,2.88643,true
2199,549,3,3,1,1,2,0,856,0,0.199274,2.73616,351.686,0.0697959,0.221066,0.208012,0.0113628,0.00102676,12.1423,2.43576,true
2200,550,0,0,2,1,2,0,152,0,0.0413563,3.32342,498.145,0.0747577,0.20263,0.131276,0.0209995,0.000106422,3.0608,4.50149,true
2201,550,1,1,2,1,2,0,408,0,0.104026,3.85482,339.397,0.0778772,0.229825,0.05,0.00647298,0.000606623,8.93002,1.38756,true
2202,550,2,2,2,1,2,0,664,0,0.181305,4.09386,351.76,0.0743342,0.206551,0.05,0.00740063,0.00130337,16.5292,1.58642,true
2203,550,3,3,2,1,2,0,920,0,0.233619,3.53734,605.422,0.0701423,0.1825,0.223822,0.031405,0.000956388,18.4032,6.73205,true
2204,551,0,0,3,1,2,0,216,0,0.0405154,4.51617,413.952,0.0677758,0.198326,0.142145,0.0147118,0.000169724,4.07472,3.15365,true
2205,551,1,1,3,1,2,0,472,0,0.100739,4.62694,587.353,0.0718139,0.179501,0.0575126,0.0262611,0.000405289,10.38,5.62938,true
2206,551,2,2,3,1,2,0,728,0,0.149424,4.55868,448.225,0.0740409,0.211184,0.101549,0.0164575,0.000893686,15.1693,3.52787,true
2207,551,3,3,3,1,2,0,984,0,0.205218,4.19677,485.546,0.0735628,0.229945,0.05,0.0172501,0.00113591,19.1796,3.69777,true
2208,552,0,0,0,2,2,0,40,0,0.0567904,1.74779,779.393,0.0655506,0.188664,0.219026,0.0222948,5.56327e-05,2.21041,4.77917,true
2209,552,1,1,0,2,2,0,296,0,0.0912004,1.8414,637.331,0.077624,0.215764,0.104922,0.0087054,0.000131537,3.73985,1.86611,true
2210,552,2,2,0,2,2,0,552,0,0.178444,1.87094,696.569,0.0706894,0.168076,0.172206,0.0148153,0.000303622,7.43483,3.17585,true
2211,552,3,3,0,2,2,0,808,0,0.203591,2.17961,779.94,0.0808619,0.198381,0.05,0.018156,0.000365409,9.88203,3.89195,true
2212,553,0,0,1,2,2,0,104,0,0.0689228,3.10584,757.514,0.0769722,0.203278,0.220597,0.0206326,0.000131719,4.76705,4.42285,true
2213,553,1,1,1,2,2,0,360,0,0.0914624,2.94351,692.487,0.0718958,0.177698,0.10857,0.0130668,0.000194412,5.99537,2.80103,true
2214,553,2,2,1,2,2,0,616,0,0.142416,2.95027,796.049,0.0715068,0.195889,0.05,0.0195934,0.000301471,9.3568,4.20009,true
2215,553,3,3,1,2,2,0,872,0,0.206449,2.40433,672.926,0.0725243,0.17702,0.114211,0.0116761,0.000484455,11.0539,2.50291,true
2216,554,0,0,2,2,2,0,168,0,0.0492669,3.33436,802.852,0.0745218,0.2261,0.209049,0.0238904,8.50671e-05,3.65827,5.12121,true
2217,554,1,1,2,2,2,0,424,0,0.0950589,4.10027,884.654,0.0716971,0.211165,0.05,0.0266298,0.000220275,8.67987,5.70842,true
2218,554,2,2,2,2,2,0,680,0,0.158904,4.05925,785.043,0.0775815,0.19889,0.192607,0.0221387,0.000502949,14.3644,4.74571,true
2219,554,3,3,2,2,2,0,936,0,0.196417,3.82596,674.719,0.0794468,0.186198,0.05,0.00976655,0.000705253,16.7351,2.09358,true
2220,555,0,0,3,2,2,0,232,0,0.0444021,4.53214,847.658,0.066667,0.177314,0.0860569,0.0245994,9.2848e-05,4.48142,5.27318,true
2221,555,1,1,3,2,2,0,488,0,0.0810082,4.15881,713.79,0.0773739,0.209651,0.0681148,0.0138094,0.000224674,7.50251,2.96021,true
2222,555,2,2,3,2,2,0,744,0,0.165766,4.37382,831.769,0.0662748,0.232406,0.177691,0.0254284,0.00053942,16.1459,5.45089,true
2223,555,3,3,3,2,2,0,1000,0,0.240198,4.69411,903.716,0.0746223,0.206659,0.0913228,0.0290672,0.000857558,25.1091,6.23091,true
2224,556,0,0,0,3,2,0,56,0,0.05755,1.69977,1028.14,0.0736367,0.201184,0.232837,0.0194051,4.18695e-05,2.17843,4.15972,true
2225,556,1,1,0,3,2,0,312,0,0.111123,1.66169,962.606,0.0775116,0.199831,0.05,0.00959569,0.000100453,4.11208,2.05695,true
2226,556,2,2,0,3,2,0,568,0,0.139716,2.26043,920.019,0.0668273,0.2058,0.0544069,0.0070015,0.000195374,7.03307,1.50086,true
2227,556,3,3,0,3,2,0,824,0,0.23524,1.65276,1192.24,0.0791704,0.219596,0.05,0.0278719,0.000220264,8.65825,5.97469,true
2228,557,0,0,1,3,2,0,120,0,0.0549302,3.08341,1033.97,0.0716262,0.223166,0.059952,0.0159676,6.83818e-05,3.77181,3.42286,true
2229,557,1,1,1,3,2,0,376,0,0.100334,2.52341,994.983,0.0712284,0.208494,0.05,0.0123517,0.000129103,5.63827,2.64774,true
2230,557,2,2,1,3,2,0,632,0,0.172139,2.96247,951.161,0.0787153,0.219962,0.229976,0.013368,0.000339738,11.3564,2.8656,true
2231,557,3,3,1,3,2,0,888,0,0.233601,2.4174,1042.34,0.0727966,0.215098,0.202709,0.0198284,0.000377891,12.5757,4.25047,true
2232,558,0,0,2,3,2,0,184,0,0.0214408,3.83962,1038.53,0.0777249,0.181883,0.05,0.0157337,2.40455e-05,1.83332,3.37271,true
2233,558,1,1,2,3,2,0,440,0,0.122887,4.01632,1179.46,0.0770113,0.170598,0.0866499,0.0278561,0.000229806,10.9912,5.9713,true
2234,558,2,2,2,3,2,0,696,0,0.168804,3.91501,1010.35,0.0694218,0.211657,0.05,0.0129812,0.000392527,14.7172,2.78269,true
2235,558,3,3,2,3,2,0,952,0,0.225406,3.91755,950.599,0.0663348,0.224443,0.170898,0.0119951,0.000635942,19.6648,2.5713,true
2236,559,0,0,3,3,2,0,248,0,0.0210424,4.16104,1134.53,0.0684022,0.214867,0.156128,0.0259333,2.38918e-05,1.94987,5.55912,true
2237,559,1,1,3,3,2,0,504,0,0.105141,4.4238,994.175,0.0669449,0.19167,0.197462,0.0159737,0.000249808,10.358,3.42416,true
2238,559,2,2,3,3,2,0,760,0,0.174,4.99859,939.882,0.0804577,0.18934,0.185243,0.0114864,0.000582932,19.3689,2.46225,true
2239,559,3,3,3,3,2,0,1016,0,0.205753,4.41935,935.776,0.0799884,0.171489,0.14437,0.0102482,0.000641635,20.2495,2.19682,true
2240,560,0,0,0,0,3,0,12,0,0.0386285,1.69592,127.873,0.0834631,0.233629,0.152187,0.015242,0.000194032,1.45889,3.2673,true
2241,560,1,1,0,0,3,0,268,0,0.118865,1.73427,302.605,0.0960662,0.265172,0.05,0.0258516,0.000364707,4.5907,5.54161,true
2242,560,2,2,0,0,3,0,524,0,0.176464,1.54099,126.672,0.0878295,0.257656,0.05,0.0122148,0.00131124,6.05568,2.61839,true
2243,560,3,3,0,0,3,0,780,0,0.214322,1.8107,97.8133,0.0913164,0.266151,0.182625,0.0135946,0.00267756,8.64215,2.91417,true
2244,561,0,0,1,0,3,0,76,0,0.0248169,2.54236,72.3821,0.0930312,0.277906,0.120151,0.0102158,0.000282903,1.40505,2.18989,true
2245,561,1,1,1,0,3,0,332,0,0.0969602,2.53551,161.514,0.0988377,0.29642,0.204937,0.0190389,0.000792344,5.47479,4.08121,true
2246,561,2,2,1,0,3,0,588,0,0.148952,2.55157,220.04,0.0871688,0.236077,0.0749267,0.0206545,0.00100878,8.46374,4.42754,true
2247,561,3,3,1,0,3,0,844,0,0.232376,2.71229,187.76,0.0915462,0.246852,0.195327,0.020859,0.00233363,14.0357,4.47138,true
2248,562,0,0,2,0,3,0,140,0,0.0543431,4.01625,80.1564,0.0847108,0.295014,0.248113,0.0136981,0.00117935,4.86041,2.93636,true
2249,562,1,1,2,0,3,0,396,0,0.107866,3.53117,61.8994,0.0835099,0.294917,0.211824,0.0114651,0.0033239,8.48228,2.45769,true
2250,562,2,2,2,0,3,0,652,0,0.139785,3.47607,308.72,0.082698,0.284818,0.206958,0.0305055,0.000925958,10.8208,6.53924,true
